term_key,search_term,ads_campaigns,ads_ad_groups,impressions_ads,clicks_ads,cost_ads,conversions_ads,search_budget_lost_impression_share,ctr_ads,avg_cpc_ads,cpa_ads,query_sc,clicks_sc,impressions_sc,ctr_sc,position_sc,source_match,intent,is_branded,is_priority_product,is_competitor_or_third_party,is_coupon_or_freebie,expected_ctr_sc,opportunity_score,recommended_action,priority,reason,ads_breakdown_summary,revenue_upside_50pct_scale,estimated_revenue_potential_new_kw
creme para area dos olhos,creme para area dos olhos,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,4964.0,78.0,60.288546,3.523247,0.1216678938796651,0.015713134568896052,0.7729300769230769,17.111643322196826,creme para area dos olhos,0.0,18.0,0.0,73.78,ads+search_console,COMPRADOR,False,False,False,False,0.01,11,escalar_pago_com_controle,alta,volume pago relevante; alto volume de cliques pagos; termo já converte no Google Ads; múltiplas conversões no Google Ads; CPA ótimo,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$49.58, conv 2.5, CPA R$19.65, perda orçamento 12%, manter_escalar_neste_grupo || WG_Shopping | Portfólio Geral | nbd / todos: custo R$6.85, conv 1.0, CPA R$6.85, perda orçamento 0%, manter_otimizar_neste_grupo || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$3.86, conv 0.0, sem CPA, perda orçamento 8%, monitorar",158.55,
niacinamida,niacinamida,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,12568.0,76.0,48.73,3.606979,0.1216678938796651,0.0060471037555697,0.6411842105263158,13.509920628869754,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,11,escalar_pago_com_controle,alta,volume pago relevante; alto volume de cliques pagos; termo já converte no Google Ads; múltiplas conversões no Google Ads; CPA ótimo,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$36.64, conv 3.6, CPA R$10.16, perda orçamento 0%, manter_escalar_neste_grupo || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$10.60, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$1.49, conv 0.0, sem CPA, perda orçamento 8%, monitorar",162.31,
kokeshi olhos de gueixa,kokeshi olhos de gueixa,WG_Search | Institucional | bd,search_kokeshi | olhos de gueixa,541.0,49.0,25.072855,1.338564,0.0016114096553333,0.09057301293900184,0.5116909183673469,18.731158913582018,kokeshi olhos de gueixa,8.0,387.0,0.020671834625323,1.82,ads+search_console,BRANDED,True,True,False,False,0.1,11,proteger_branded_e_monitorar_incrementalidade,alta,demanda orgânica relevante; CTR orgânico abaixo do esperado; volume pago relevante; termo já converte no Google Ads; CPA ótimo; produto/categoria prioritária,"WG_Search | Institucional | bd / search_kokeshi | olhos de gueixa: custo R$25.07, conv 1.3, CPA R$18.73, perda orçamento 0%, manter_otimizar_neste_grupo",60.24,
produtos kokeshi é bom,produtos kokeshi é bom,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana | search_kokeshi | search_kokeshi | body splash,216.0,17.0,23.718703,3.0,0.0016114096553333,0.0787037037037037,1.395217823529412,7.906234333333334,produtos kokeshi é bom,17.0,412.0,0.0412621359223301,2.0,ads+search_console,BRANDED,True,False,False,False,0.1,11,proteger_branded_e_monitorar_incrementalidade,alta,demanda orgânica relevante; CTR orgânico abaixo do esperado; termo já converte no Google Ads; múltiplas conversões no Google Ads; CPA ótimo,"WG_Search | Institucional | bd / search_kokeshi: custo R$23.07, conv 3.0, CPA R$7.69, perda orçamento 0%, manter_escalar_neste_grupo || WG_Search | Institucional | bd / search_ kokeshi | pele porcelana: custo R$0.65, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Institucional | bd / search_kokeshi | body splash: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",135.0,
creme de arroz para o rosto,creme de arroz para o rosto,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,2515.0,36.0,22.008084,2.492329,0.1216678938796651,0.014314115308151094,0.6113356666666667,8.830328580215534,creme de arroz para o rosto,0.0,262.0,0.0,9.56,ads+search_console,COMPRADOR,False,False,False,False,0.02,11,escalar_pago_e_otimizar_seo,alta,demanda orgânica relevante; posição orgânica com espaço para captura; CTR orgânico abaixo do esperado; volume pago relevante; termo já converte no Google Ads; CPA ótimo,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$10.47, conv 1.5, CPA R$6.89, perda orçamento 12%, manter_otimizar_neste_grupo || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$9.79, conv 1.0, CPA R$10.06, perda orçamento 8%, manter_otimizar_neste_grupo || WG_Shopping | Portfólio Geral | nbd / todos: custo R$1.75, conv 0.0, sem CPA, perda orçamento 0%, monitorar",112.15,
body splash kokeshi,body splash kokeshi,WG_Search | Institucional | bd,search_kokeshi | body splash,234.0,40.0,18.25344,1.0,0.0016114096553333,0.17094017094017094,0.456336,18.25344,body splash kokeshi,8.0,256.0,0.03125,1.55,ads+search_console,BRANDED,True,True,False,False,0.1,11,proteger_branded_e_monitorar_incrementalidade,alta,demanda orgânica relevante; CTR orgânico abaixo do esperado; volume pago relevante; termo já converte no Google Ads; CPA ótimo; produto/categoria prioritária,"WG_Search | Institucional | bd / search_kokeshi | body splash: custo R$18.25, conv 1.0, CPA R$18.25, perda orçamento 0%, manter_otimizar_neste_grupo",45.0,
kokeshi oficial,kokeshi oficial,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana | search_kokeshi | search_kokeshi | óleo de rosa mosqueta,222.0,21.0,2.535892,3.666666,0.0016114096553333,0.0945945945945946,0.12075676190476191,0.6916070348376426,kokeshi oficial,33.0,249.0,0.13253012048192772,1.17,ads+search_console,BRANDED,True,False,False,False,0.18,11,proteger_branded_e_monitorar_incrementalidade,alta,demanda orgânica relevante; volume pago relevante; termo já converte no Google Ads; múltiplas conversões no Google Ads; CPA ótimo,"WG_Search | Institucional | bd / search_kokeshi: custo R$2.44, conv 3.7, CPA R$0.66, perda orçamento 0%, manter_escalar_neste_grupo || WG_Search | Institucional | bd / search_kokeshi | óleo de rosa mosqueta: custo R$0.10, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Institucional | bd / search_ kokeshi | pele porcelana: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
principia,principia,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,27292.0,123.0,119.098768,6.905135,0.1216678938796651,0.004506815183936684,0.9682826666666667,17.24785511072557,,,,,,ads_only,CONCORRENTE/MARCA_TERCEIRA,False,False,True,False,0.01,10,escalar_pago_com_controle,alta,volume pago relevante; alto volume de cliques pagos; termo já converte no Google Ads; múltiplas conversões no Google Ads; CPA ótimo; termo de concorrente/marca terceira,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$79.86, conv 3.9, CPA R$20.50, perda orçamento 12%, manter_escalar_neste_grupo || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$24.58, conv 2.0, CPA R$12.23, perda orçamento 8%, manter_escalar_neste_grupo || WG_Shopping | Portfólio Geral | nbd / todos: custo R$14.66, conv 1.0, CPA R$14.66, perda orçamento 0%, manter_otimizar_neste_grupo",310.73,
creme para olheiras,creme para olheiras,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | creme para olheiras | shopping | best sellers | todos,6076.0,111.0,68.2,3.086465,0.1216678938796651,0.01826859776168532,0.6144144144144145,22.096476065660877,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,10,escalar_pago_com_controle,alta,volume pago relevante; alto volume de cliques pagos; termo já converte no Google Ads; múltiplas conversões no Google Ads; CPA aceitável,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$55.00, conv 3.0, CPA R$18.33, perda orçamento 12%, manter_escalar_neste_grupo || WG_Shopping | Portfólio Geral | nbd / todos: custo R$9.04, conv 0.1, CPA R$104.55, perda orçamento 0%, monitorar || WG_Search | Soluções | nbd / search | creme para olheiras: custo R$4.16, conv 0.0, sem CPA, perda orçamento 8%, monitorar",,
medicube,medicube,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,15358.0,91.0,67.92999999999999,4.687298,0.1216678938796651,0.005925250683682771,0.7464835164835164,14.492357857341263,,,,,,ads_only,CONCORRENTE/MARCA_TERCEIRA,False,False,True,False,0.01,10,escalar_pago_com_controle,alta,volume pago relevante; alto volume de cliques pagos; termo já converte no Google Ads; múltiplas conversões no Google Ads; CPA ótimo; termo de concorrente/marca terceira,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$61.69, conv 4.7, CPA R$13.16, perda orçamento 12%, manter_escalar_neste_grupo || WG_Shopping | Portfólio Geral | nbd / todos: custo R$6.24, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar",210.93,
produtos kokeshi são bons,produtos kokeshi são bons,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana | search_kokeshi | search_kokeshi | body splash,645.0,32.0,48.154700999999996,1.000497,0.0016114096553333,0.04961240310077519,1.5048344062499999,48.13078000233884,produtos kokeshi são bons,46.0,1261.0,0.03647898493259318,2.09,ads+search_console,BRANDED,True,False,False,False,0.1,10,proteger_branded_e_monitorar_incrementalidade,alta,demanda orgânica relevante; alta impressão orgânica; demanda orgânica muito forte; CTR orgânico abaixo do esperado; volume pago relevante; termo já converte no Google Ads,"WG_Search | Institucional | bd / search_kokeshi: custo R$47.43, conv 1.0, CPA R$47.41, perda orçamento 0%, monitorar || WG_Search | Institucional | bd / search_ kokeshi | pele porcelana: custo R$0.72, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Institucional | bd / search_kokeshi | body splash: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
koeshi,koeshi,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,580.0,26.0,21.768475,3.0,0.1216678938796651,0.04482758620689655,0.8372490384615384,7.256158333333333,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,10,escalar_pago_com_controle,alta,volume pago relevante; termo já converte no Google Ads; múltiplas conversões no Google Ads; CPA ótimo,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$8.41, conv 1.9, CPA R$4.33, perda orçamento 0%, manter_otimizar_neste_grupo || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$12.56, conv 1.1, CPA R$11.85, perda orçamento 8%, manter_otimizar_neste_grupo || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.80, conv 0.0, sem CPA, perda orçamento 12%, monitorar",135.0,
kokechi,kokechi,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,257.0,7.0,11.879999999999999,1.0,0.1216678938796651,0.027237354085603113,1.697142857142857,11.879999999999999,kokechi,27.0,506.0,0.0533596837944664,1.18,ads+search_console,BRANDED,True,False,False,False,0.18,10,proteger_branded_e_monitorar_incrementalidade,alta,demanda orgânica relevante; alta impressão orgânica; CTR orgânico abaixo do esperado; termo já converte no Google Ads; CPA ótimo,"WG_Search | Soluções | nbd / search | produtos de skincare: custo R$11.03, conv 1.0, CPA R$11.03, perda orçamento 8%, manter_otimizar_neste_grupo || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.85, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",45.0,
kokeshi com br,kokeshi com br,WG_Search | Institucional | bd,search_kokeshi,63.0,34.0,11.684481,4.5,0.0016114096553333,0.5396825396825397,0.34366120588235294,2.596551333333333,,,,,,ads_only,BRANDED,True,False,False,False,0.01,10,proteger_branded_e_monitorar_incrementalidade,alta,volume pago relevante; termo já converte no Google Ads; múltiplas conversões no Google Ads; CPA ótimo,"WG_Search | Institucional | bd / search_kokeshi: custo R$11.68, conv 4.5, CPA R$2.60, perda orçamento 0%, manter_escalar_neste_grupo",202.5,
kokeshi gota de colageno,kokeshi gota de colageno,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana | search_kokeshi | search_kokeshi | óleo de rosa mosqueta,293.0,14.0,9.745362,2.000122,0.0016114096553333,0.04778156996587031,0.6960972857142858,4.87238378458914,kokeshi gota de colageno,25.0,387.0,0.06459948320413436,1.15,ads+search_console,BRANDED,True,True,False,False,0.18,10,proteger_branded_e_monitorar_incrementalidade,alta,demanda orgânica relevante; CTR orgânico abaixo do esperado; termo já converte no Google Ads; CPA ótimo; produto/categoria prioritária,"WG_Search | Institucional | bd / search_kokeshi: custo R$9.75, conv 2.0, CPA R$4.87, perda orçamento 0%, manter_escalar_neste_grupo || WG_Search | Institucional | bd / search_ kokeshi | pele porcelana: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Institucional | bd / search_kokeshi | óleo de rosa mosqueta: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",90.01,
colágeno kokeshi,colágeno kokeshi,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana | search_kokeshi | search_kokeshi | olhos de gueixa,352.0,11.0,6.988983999999999,1.0,0.0016114096553333,0.03125,0.6353621818181817,6.988983999999999,colágeno kokeshi,14.0,511.0,0.0273972602739726,1.04,ads+search_console,BRANDED,True,False,False,False,0.18,10,proteger_branded_e_monitorar_incrementalidade,alta,demanda orgânica relevante; alta impressão orgânica; CTR orgânico abaixo do esperado; termo já converte no Google Ads; CPA ótimo,"WG_Search | Institucional | bd / search_ kokeshi | pele porcelana: custo R$0.20, conv 1.0, CPA R$0.20, perda orçamento 0%, manter_otimizar_neste_grupo || WG_Search | Institucional | bd / search_kokeshi: custo R$6.79, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Institucional | bd / search_kokeshi | olhos de gueixa: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",45.0,
kokeshi creme facial,kokeshi creme facial,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana | search_kokeshi,53.0,7.0,2.515914,1.0,0.0016114096553333,0.1320754716981132,0.3594162857142857,2.515914,kokeshi creme facial,4.0,156.0,0.02564102564102564,1.32,ads+search_console,BRANDED,True,True,False,False,0.18,10,proteger_branded_e_monitorar_incrementalidade,alta,demanda orgânica relevante; CTR orgânico abaixo do esperado; termo já converte no Google Ads; CPA ótimo; produto/categoria prioritária,"WG_Search | Institucional | bd / search_kokeshi: custo R$1.28, conv 1.0, CPA R$1.28, perda orçamento 0%, manter_otimizar_neste_grupo || WG_Search | Institucional | bd / search_ kokeshi | pele porcelana: custo R$1.24, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme facial kokeshi é bom,creme facial kokeshi é bom,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana | search_kokeshi,33.0,3.0,1.168812,1.0,0.0016114096553333,0.09090909090909091,0.389604,1.168812,creme facial kokeshi é bom,4.0,131.0,0.030534351145038167,2.66,ads+search_console,BRANDED,True,True,False,False,0.1,10,proteger_branded_e_monitorar_incrementalidade,alta,demanda orgânica relevante; CTR orgânico abaixo do esperado; termo já converte no Google Ads; CPA ótimo; produto/categoria prioritária,"WG_Search | Institucional | bd / search_kokeshi: custo R$1.17, conv 1.0, CPA R$1.17, perda orçamento 0%, manter_otimizar_neste_grupo || WG_Search | Institucional | bd / search_ kokeshi | pele porcelana: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme coreano para rugas,creme coreano para rugas,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | creme coreano para o rosto | search | produtos coreanos para pele | search | skin care coreano | shopping | best sellers,2603.0,61.0,48.401516,2.0,0.1216678938796651,0.02343449865539762,0.7934674754098361,24.200758,,,,,,ads_only,COMPRADOR,False,True,False,False,0.01,9,escalar_pago_com_controle,alta,volume pago relevante; alto volume de cliques pagos; termo já converte no Google Ads; CPA aceitável; produto/categoria prioritária,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$15.75, conv 1.0, CPA R$15.75, perda orçamento 0%, manter_otimizar_neste_grupo || WG_Search | Soluções | nbd / search | produtos coreanos para pele: custo R$5.09, conv 1.0, CPA R$5.09, perda orçamento 8%, manter_otimizar_neste_grupo || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$20.99, conv 0.0, sem CPA, perda orçamento 12%, revisar_intencao_neste_grupo || WG_Search | Soluções | nbd / search | creme coreano para o rosto: custo R$6.05, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Search | Soluções | nbd / search | skin care coreano: custo R$0.52, conv 0.0, sem CPA, perda orçamento 8%, monitorar",,
